,date,value,period,onediffvalue
632,Jul 01 2015,18264.688184427177,2015-07-01,-1687.7909587080576
631,Jun 30 2015,18754.456972529064,2015-06-30,489.76878810188646
630,Jun 29 2015,19448.778365013386,2015-06-29,694.3213924843221
629,Jun 28 2015,24136.820555684197,2015-06-28,4688.042190670811
628,Jun 27 2015,21568.81387604772,2015-06-27,-2568.006679636477
627,Jun 26 2015,17885.51993969461,2015-06-26,-3683.2939363531113
626,Jun 25 2015,17869.580667129012,2015-06-25,-15.939272565596184
625,Jun 24 2015,17841.16052133922,2015-06-24,-28.420145789790695
624,Jun 23 2015,17758.123136437807,2015-06-23,-83.03738490141404
623,Jun 22 2015,17728.19338407427,2015-06-22,-29.929752363535954
622,Jun 21 2015,21177.261787656415,2015-06-21,3449.068403582143
621,Jun 20 2015,21547.510529098792,2015-06-20,370.24874144237765
620,Jun 19 2015,17611.879859125227,2015-06-19,-3935.630669973565
619,Jun 18 2015,16949.76728984945,2015-06-18,-662.1125692757778
618,Jun 17 2015,16924.562571905863,2015-06-17,-25.20471794358673
617,Jun 16 2015,17550.725043672028,2015-06-16,626.1624717661653
616,Jun 15 2015,18306.17319704609,2015-06-15,755.4481533740618
615,Jun 14 2015,22780.91245182587,2015-06-14,4474.739254779779
614,Jun 13 2015,21248.750278035222,2015-06-13,-1532.1621737906462
613,Jun 12 2015,17602.48325280222,2015-06-12,-3646.2670252330026
612,Jun 11 2015,16907.263706596907,2015-06-11,-695.2195462053132
611,Jun 10 2015,17111.330794269525,2015-06-10,204.06708767261807
610,Jun 09 2015,17405.650780656593,2015-06-09,294.31998638706864
609,Jun 08 2015,18408.221772182496,2015-06-08,1002.5709915259031
608,Jun 07 2015,23454.3485102175,2015-06-07,5046.126738035004
607,Jun 06 2015,21433.653380148466,2015-06-06,-2020.6951300690343
606,Jun 05 2015,17076.21785966575,2015-06-05,-4357.435520482715
605,Jun 04 2015,16540.035552912123,2015-06-04,-536.1823067536279
604,Jun 03 2015,16416.969729337525,2015-06-03,-123.06582357459774
603,Jun 02 2015,16667.354454907374,2015-06-02,250.38472556984925
602,Jun 01 2015,18048.24623574215,2015-06-01,1380.891780834776
601,May 31 2015,25000.08882415505,2015-05-31,6951.842588412899
600,May 30 2015,22140.630515515542,2015-05-30,-2859.458308639507
599,May 29 2015,17453.42947146785,2015-05-29,-4687.2010440476915
598,May 28 2015,17224.196572694884,2015-05-28,-229.23289877296702
597,May 27 2015,17293.87893590773,2015-05-27,69.68236321284712
596,May 26 2015,17829.725656810686,2015-05-26,535.846720902955
595,May 25 2015,28396.79678478852,2015-05-25,10567.071127977833
594,May 24 2015,26822.457137308542,2015-05-24,-1574.3396474799774
593,May 23 2015,24893.098710071863,2015-05-23,-1929.3584272366788
592,May 22 2015,19094.655438057125,2015-05-22,-5798.443272014738
591,May 21 2015,17495.817156691373,2015-05-21,-1598.8382813657518
590,May 20 2015,16845.613512954336,2015-05-20,-650.203643737037
589,May 19 2015,17216.766417647075,2015-05-19,371.15290469273896
588,May 18 2015,18131.72874183647,2015-05-18,914.9623241893933
587,May 17 2015,23449.753092331615,2015-05-17,5318.024350495147
586,May 16 2015,20839.750189610328,2015-05-16,-2610.0029027212877
585,May 15 2015,17001.64870630304,2015-05-15,-3838.1014833072877
584,May 14 2015,16300.586395343315,2015-05-14,-701.0623109597254
583,May 13 2015,16188.962346783657,2015-05-13,-111.62404855965724
582,May 12 2015,16677.199142265985,2015-05-12,488.2367954823276
581,May 11 2015,17950.346117073466,2015-05-11,1273.1469748074815
580,May 10 2015,22245.969499559655,2015-05-10,4295.623382486188
579,May 09 2015,23322.567590789804,2015-05-09,1076.5980912301493
578,May 08 2015,17643.73517289743,2015-05-08,-5678.832417892372
577,May 07 2015,17352.335718221235,2015-05-07,-291.3994546761969
576,May 06 2015,16512.63884788531,2015-05-06,-839.6968703359234
575,May 05 2015,16897.784173668988,2015-05-05,385.1453257836765
574,May 04 2015,18400.273496770933,2015-05-04,1502.489323101945
573,May 03 2015,23198.146099930516,2015-05-03,4797.872603159583
572,May 02 2015,21670.123876457335,2015-05-02,-1528.022223473181
571,May 01 2015,17032.403089341235,2015-05-01,-4637.720787116101
570,Apr 30 2015,16013.225318296089,2015-04-30,-1019.1777710451461
569,Apr 29 2015,16056.501714754568,2015-04-29,43.27639645847921
568,Apr 28 2015,15728.542237994556,2015-04-28,-327.95947676001197
567,Apr 27 2015,17123.810525932786,2015-04-27,1395.26828793823
566,Apr 26 2015,22229.230225902444,2015-04-26,5105.419699969658
565,Apr 25 2015,20501.409870151103,2015-04-25,-1727.8203557513407
564,Apr 24 2015,16230.911714617325,2015-04-24,-4270.498155533778
563,Apr 23 2015,15937.475181244681,2015-04-23,-293.4365333726437
562,Apr 22 2015,16280.790066133772,2015-04-22,343.31488488909054
561,Apr 21 2015,16216.368325242955,2015-04-21,-64.42174089081709
560,Apr 20 2015,17914.998208433775,2015-04-20,1698.6298831908207
559,Apr 19 2015,24790.477375772505,2015-04-19,6875.47916733873
558,Apr 18 2015,23326.195653796036,2015-04-18,-1464.2817219764693
557,Apr 17 2015,17341.784230720226,2015-04-17,-5984.41142307581
556,Apr 16 2015,16489.374182273004,2015-04-16,-852.4100484472219
555,Apr 15 2015,15774.302097489048,2015-04-15,-715.0720847839566
554,Apr 14 2015,16005.788449642423,2015-04-14,231.48635215337526
553,Apr 13 2015,17415.635644492355,2015-04-13,1409.8471948499318
552,Apr 12 2015,23515.81858791226,2015-04-12,6100.182943419906
551,Apr 11 2015,21770.404887520686,2015-04-11,-1745.4137003915748
550,Apr 10 2015,17198.202153507726,2015-04-10,-4572.202734012961
549,Apr 09 2015,16224.48468329375,2015-04-09,-973.7174702139764
548,Apr 08 2015,15182.406959101056,2015-04-08,-1042.0777241926935
547,Apr 07 2015,15086.43880209879,2015-04-07,-95.9681570022658
546,Apr 06 2015,16215.622681642,2015-04-06,1129.1838795432104
545,Apr 05 2015,22008.66148152452,2015-04-05,5793.038799882519
544,Apr 04 2015,20235.102696686365,2015-04-04,-1773.5587848381547
543,Apr 03 2015,16718.1458627169,2015-04-03,-3516.9568339694633
542,Apr 02 2015,15152.967343753979,2015-04-02,-1565.1785189629227
541,Apr 01 2015,15163.886757164768,2015-04-01,10.919413410789275
540,Mar 31 2015,15336.65030038145,2015-03-31,172.7635432166826
539,Mar 30 2015,15966.588847775341,2015-03-30,629.938547393891
538,Mar 29 2015,20553.639276905295,2015-03-29,4587.050429129953
537,Mar 28 2015,19154.412269126027,2015-03-28,-1399.2270077792673
536,Mar 27 2015,14692.098380546347,2015-03-27,-4462.31388857968
535,Mar 26 2015,14566.802061684373,2015-03-26,-125.29631886197421
534,Mar 25 2015,14676.248971605946,2015-03-25,109.44690992157302
533,Mar 24 2015,14879.669003420955,2015-03-24,203.42003181500877
532,Mar 23 2015,15797.642509272917,2015-03-23,917.9735058519618
531,Mar 22 2015,20248.915037931474,2015-03-22,4451.272528658557
530,Mar 21 2015,18660.5186188563,2015-03-21,-1588.3964190751758
529,Mar 20 2015,14905.852652131824,2015-03-20,-3754.665966724475
528,Mar 19 2015,14120.335312015888,2015-03-19,-785.5173401159354
527,Mar 18 2015,14399.968044406985,2015-03-18,279.6327323910973
526,Mar 17 2015,14431.753213114429,2015-03-17,31.785168707443518
525,Mar 16 2015,15644.935523652277,2015-03-16,1213.182310537848
524,Mar 15 2015,19613.69243985541,2015-03-15,3968.756916203134
523,Mar 14 2015,18409.252513796986,2015-03-14,-1204.439926058425
522,Mar 13 2015,14256.334404889101,2015-03-13,-4152.918108907885
521,Mar 12 2015,13797.89591474827,2015-03-12,-458.4384901408321
520,Mar 11 2015,13218.445459653909,2015-03-11,-579.4504550943602
519,Mar 10 2015,13427.167480828715,2015-03-10,208.7220211748063
518,Mar 09 2015,14196.07748591253,2015-03-09,768.9100050838151
517,Mar 08 2015,18052.014772846986,2015-03-08,3855.937286934455
516,Mar 07 2015,17134.29023583828,2015-03-07,-917.7245370087039
515,Mar 06 2015,13262.400302602333,2015-03-06,-3871.889933235949
514,Mar 05 2015,12628.840587047769,2015-03-05,-633.5597155545638
513,Mar 04 2015,13165.803703798807,2015-03-04,536.9631167510379
512,Mar 03 2015,13102.050688229392,2015-03-03,-63.753015569414856
511,Mar 02 2015,13513.370654361755,2015-03-02,411.31996613236333
510,Mar 01 2015,16570.26200455759,2015-03-01,3056.891350195834
509,Feb 28 2015,15709.351209161667,2015-02-28,-860.9107953959228
508,Feb 27 2015,12562.779730273942,2015-02-27,-3146.571478887725
507,Feb 26 2015,12044.957578322203,2015-02-26,-517.8221519517392
506,Feb 25 2015,12934.717513610907,2015-02-25,889.7599352887046
505,Feb 24 2015,12950.589287643634,2015-02-24,15.871774032726535
504,Feb 23 2015,12954.861850032185,2015-02-23,4.272562388550796
503,Feb 22 2015,16566.67731965689,2015-02-22,3611.8154696247057
502,Feb 21 2015,16525.99077075153,2015-02-21,-40.686548905359814
501,Feb 20 2015,13306.32859961631,2015-02-20,-3219.66217113522
500,Feb 19 2015,12918.996551292297,2015-02-19,-387.33204832401316
499,Feb 18 2015,12883.97901103585,2015-02-18,-35.01754025644732
498,Feb 17 2015,13286.032567817168,2015-02-17,402.05355678131855
497,Feb 16 2015,15996.747752620171,2015-02-16,2710.7151848030026
496,Feb 15 2015,17100.792519668525,2015-02-15,1104.0447670483536
495,Feb 14 2015,15356.571890512416,2015-02-14,-1744.2206291561088
494,Feb 13 2015,13246.844394786056,2015-02-13,-2109.72749572636
493,Feb 12 2015,13217.594738158306,2015-02-12,-29.249656627749573
492,Feb 11 2015,13619.03136031485,2015-02-11,401.4366221565433
491,Feb 10 2015,12891.6654058027,2015-02-10,-727.36595451215
490,Feb 09 2015,12824.966642023937,2015-02-09,-66.69876377876244
489,Feb 08 2015,16076.90337716491,2015-02-08,3251.936735140973
488,Feb 07 2015,16765.866075086942,2015-02-07,688.962697922032
487,Feb 06 2015,13037.911799783848,2015-02-06,-3727.9542753030946
486,Feb 05 2015,12371.381852657814,2015-02-05,-666.5299471260332
485,Feb 04 2015,12334.075155984094,2015-02-04,-37.30669667372058
484,Feb 03 2015,12393.648761961073,2015-02-03,59.5736059769788
483,Feb 02 2015,11995.34896215395,2015-02-02,-398.2997998071223
482,Feb 01 2015,14404.51614438503,2015-02-01,2409.16718223108
481,Jan 31 2015,15634.88741450341,2015-01-31,1230.3712701183795
480,Jan 30 2015,12016.217886548146,2015-01-30,-3618.669527955264
479,Jan 29 2015,12148.878730074479,2015-01-29,132.66084352633334
478,Jan 28 2015,12423.733052585394,2015-01-28,274.85432251091515
477,Jan 27 2015,12226.71912041113,2015-01-27,-197.01393217426448
476,Jan 26 2015,15186.576581038282,2015-01-26,2959.8574606271522
475,Jan 25 2015,17728.48796113416,2015-01-25,2541.9113800958785
474,Jan 24 2015,15200.7791677336,2015-01-24,-2527.7087934005594
473,Jan 23 2015,12162.13964094751,2015-01-23,-3038.6395267860917
472,Jan 22 2015,12080.122905962275,2015-01-22,-82.0167349852345
471,Jan 21 2015,12126.88526418679,2015-01-21,46.76235822451599
470,Jan 20 2015,12626.609294020345,2015-01-20,499.7240298335546
469,Jan 19 2015,14933.709795023491,2015-01-19,2307.100501003146
468,Jan 18 2015,15997.660711179933,2015-01-18,1063.950916156442
467,Jan 17 2015,15728.663976060247,2015-01-17,-268.9967351196865
466,Jan 16 2015,12339.196717363158,2015-01-16,-3389.4672586970883
465,Jan 15 2015,12122.47407703382,2015-01-15,-216.7226403293389
464,Jan 14 2015,12296.297307305853,2015-01-14,173.82323027203347
463,Jan 13 2015,12185.00310468273,2015-01-13,-111.29420262312306
462,Jan 12 2015,12532.659880040845,2015-01-12,347.6567753581148
461,Jan 11 2015,15602.431047928356,2015-01-11,3069.771167887511
460,Jan 10 2015,15661.795026130307,2015-01-10,59.363978201950886
459,Jan 09 2015,12570.451816676468,2015-01-09,-3091.3432094538384
458,Jan 08 2015,12787.00843485118,2015-01-08,216.55661817471082
457,Jan 07 2015,13055.173254209272,2015-01-07,268.16481935809315
456,Jan 06 2015,13250.46320892399,2015-01-06,195.28995471471717
455,Jan 05 2015,13856.506508609053,2015-01-05,606.0432996850632
454,Jan 04 2015,16714.95008053527,2015-01-04,2858.4435719262165
453,Jan 03 2015,18270.353653104303,2015-01-03,1555.4035725690337
452,Jan 02 2015,16444.09138136617,2015-01-02,-1826.2622717381346
451,Jan 01 2015,20109.026759579134,2015-01-01,3664.9353782129656
450,Dec 31 2014,15260.65865068382,2014-12-31,-4848.368108895314
449,Dec 30 2014,15280.513773847588,2014-12-30,19.85512316376844
448,Dec 29 2014,15723.202738128819,2014-12-29,442.68896428123116
447,Dec 28 2014,17435.158854439673,2014-12-28,1711.9561163108538
446,Dec 27 2014,17350.62582486032,2014-12-27,-84.53302957935375
445,Dec 26 2014,17196.830519503168,2014-12-26,-153.79530535715094
444,Dec 25 2014,11784.447569830254,2014-12-25,-5412.382949672914
443,Dec 24 2014,14711.891367520657,2014-12-24,2927.443797690403
442,Dec 23 2014,14009.344274790818,2014-12-23,-702.5470927298393
441,Dec 22 2014,14613.342157487446,2014-12-22,603.997882696629
440,Dec 21 2014,16418.978204475156,2014-12-21,1805.636046987709
439,Dec 20 2014,16543.450867843734,2014-12-20,124.47266336857865
438,Dec 19 2014,13429.815859380422,2014-12-19,-3113.6350084633123
437,Dec 18 2014,13009.547408267392,2014-12-18,-420.2684511130301
436,Dec 17 2014,13369.036233084693,2014-12-17,359.48882481730107
435,Dec 16 2014,14091.502812874254,2014-12-16,722.4665797895614
434,Dec 15 2014,14237.01398163134,2014-12-15,145.51116875708612
433,Dec 14 2014,16917.58028571834,2014-12-14,2680.5663040870004
432,Dec 13 2014,16658.692372357582,2014-12-13,-258.88791336075883
431,Dec 12 2014,13358.39169300523,2014-12-12,-3300.3006793523527
430,Dec 11 2014,13488.416816882302,2014-12-11,130.02512387707247
429,Dec 10 2014,13550.081940980006,2014-12-10,61.66512409770439
428,Dec 09 2014,14478.204861402737,2014-12-09,928.1229204227311
427,Dec 08 2014,15400.12970627761,2014-12-08,921.9248448748731
426,Dec 07 2014,19264.986158499396,2014-12-07,3864.8564522217857
425,Dec 06 2014,18885.506667171143,2014-12-06,-379.47949132825306
424,Dec 05 2014,14398.477341654576,2014-12-05,-4487.029325516567
423,Dec 04 2014,14322.218188479823,2014-12-04,-76.25915317475301
422,Dec 03 2014,15006.534886919919,2014-12-03,684.3166984400959
421,Dec 02 2014,16014.029452067176,2014-12-02,1007.4945651472572
420,Dec 01 2014,19022.085451291005,2014-12-01,3008.0559992238286
419,Nov 30 2014,22684.61494480299,2014-11-30,3662.5294935119855
418,Nov 29 2014,23323.229604495005,2014-11-29,638.6146596920153
417,Nov 28 2014,30422.06402279452,2014-11-28,7098.834418299513
416,Nov 27 2014,24082.791765056732,2014-11-27,-6339.272257737786
415,Nov 26 2014,17771.07246067601,2014-11-26,-6311.719304380724
414,Nov 25 2014,16091.807262303484,2014-11-25,-1679.2651983725245
413,Nov 24 2014,16906.97557867052,2014-11-24,815.1683163670368
412,Nov 23 2014,20216.194602078194,2014-11-23,3309.2190234076734
411,Nov 22 2014,19652.616541862455,2014-11-22,-563.5780602157392
410,Nov 21 2014,14916.612495279842,2014-11-21,-4736.004046582613
409,Nov 20 2014,14731.26251736618,2014-11-20,-185.34997791366186
408,Nov 19 2014,14989.526840111086,2014-11-19,258.26432274490617
407,Nov 18 2014,14981.615340886652,2014-11-18,-7.91149922443401
406,Nov 17 2014,15608.631816229567,2014-11-17,627.0164753429144
405,Nov 16 2014,19625.475050878256,2014-11-16,4016.8432346486898
404,Nov 15 2014,18809.325312989484,2014-11-15,-816.1497378887725
403,Nov 14 2014,15200.197537973867,2014-11-14,-3609.127775015617
402,Nov 13 2014,14408.351001733756,2014-11-13,-791.8465362401112
401,Nov 12 2014,14506.514343352523,2014-11-12,98.16334161876694
400,Nov 11 2014,15954.587818580554,2014-11-11,1448.0734752280314
399,Nov 10 2014,15722.847019201894,2014-11-10,-231.74079937866009
398,Nov 09 2014,19198.277050833807,2014-11-09,3475.430031631913
397,Nov 08 2014,18651.37500906523,2014-11-08,-546.9020417685788
396,Nov 07 2014,14286.238748090569,2014-11-07,-4365.136260974659
395,Nov 06 2014,13645.724772187054,2014-11-06,-640.5139759035155
394,Nov 05 2014,12671.578977662195,2014-11-05,-974.1457945248585
393,Nov 04 2014,13512.121482727123,2014-11-04,840.5425050649283
392,Nov 03 2014,14562.304368056875,2014-11-03,1050.182885329752
391,Nov 02 2014,18044.010931353056,2014-11-02,3481.7065632961803
390,Nov 01 2014,17946.83166118866,2014-11-01,-97.17927016439717
389,Oct 31 2014,13120.006665460458,2014-10-31,-4826.8249957282005
388,Oct 30 2014,12387.093554087454,2014-10-30,-732.9131113730036
387,Oct 29 2014,12705.476455403828,2014-10-29,318.38290131637405
386,Oct 28 2014,12975.182498075226,2014-10-28,269.7060426713979
385,Oct 27 2014,13717.363878580783,2014-10-27,742.1813805055572
384,Oct 26 2014,16421.13568463615,2014-10-26,2703.7718060553652
383,Oct 25 2014,15687.970458949843,2014-10-25,-733.1652256863053
382,Oct 24 2014,13008.132669876644,2014-10-24,-2679.837789073199
381,Oct 23 2014,12381.926937359707,2014-10-23,-626.2057325169371
380,Oct 22 2014,13025.963145101214,2014-10-22,644.0362077415066
379,Oct 21 2014,13257.655499509425,2014-10-21,231.69235440821103
378,Oct 20 2014,14196.181646833338,2014-10-20,938.5261473239134
377,Oct 19 2014,16099.958683689643,2014-10-19,1903.7770368563051
376,Oct 18 2014,16860.057001388945,2014-10-18,760.0983176993013
375,Oct 17 2014,13204.156889345972,2014-10-17,-3655.900112042973
374,Oct 16 2014,12743.322194710096,2014-10-16,-460.8346946358761
373,Oct 15 2014,12508.724596539636,2014-10-15,-234.5975981704596
372,Oct 14 2014,13105.45546523765,2014-10-14,596.7308686980141
371,Oct 13 2014,15127.744429915605,2014-10-13,2022.288964677955
370,Oct 12 2014,16776.925210410183,2014-10-12,1649.1807804945784
369,Oct 11 2014,16246.85561725665,2014-10-11,-530.0695931535338
368,Oct 10 2014,13184.758189032433,2014-10-10,-3062.097428224217
367,Oct 09 2014,13235.725737611574,2014-10-09,50.967548579141294
366,Oct 08 2014,13260.24691208892,2014-10-08,24.521174477345994
365,Oct 07 2014,13139.251299002532,2014-10-07,-120.9956130863884
364,Oct 06 2014,14284.679883210025,2014-10-06,1145.4285842074933
363,Oct 05 2014,17700.38610121468,2014-10-05,3415.706218004656
362,Oct 04 2014,17425.415251648228,2014-10-04,-274.97084956645267
361,Oct 03 2014,14026.287690978203,2014-10-03,-3399.1275606700256
360,Oct 02 2014,13306.233464368794,2014-10-02,-720.0542266094089
359,Oct 01 2014,13459.0578147724,2014-10-01,152.82435040360724
358,Sep 30 2014,13304.457950237645,2014-09-30,-154.5998645347554
357,Sep 29 2014,13876.466673786214,2014-09-29,572.008723548568
356,Sep 28 2014,16916.873130861466,2014-09-28,3040.4064570752525
355,Sep 27 2014,16674.65161201552,2014-09-27,-242.22151884594496
354,Sep 26 2014,13749.823241389598,2014-09-26,-2924.8283706259226
353,Sep 25 2014,14066.736917577904,2014-09-25,316.91367618830554
352,Sep 24 2014,14520.76567421699,2014-09-24,454.02875663908526
351,Sep 23 2014,14248.050137274216,2014-09-23,-272.7155369427728
350,Sep 22 2014,15424.301770828883,2014-09-22,1176.2516335546661
349,Sep 21 2014,18124.90227528816,2014-09-21,2700.6005044592785
348,Sep 20 2014,17692.818910941638,2014-09-20,-432.083364346523
347,Sep 19 2014,14919.313882845618,2014-09-19,-2773.5050280960204
346,Sep 18 2014,14137.477737681433,2014-09-18,-781.8361451641849
345,Sep 17 2014,14244.861671006605,2014-09-17,107.38393332517262
344,Sep 16 2014,14165.810368014656,2014-09-16,-79.05130299194934
343,Sep 15 2014,15011.634491097206,2014-09-15,845.8241230825497
342,Sep 14 2014,17751.507032915597,2014-09-14,2739.8725418183913
341,Sep 13 2014,17477.648972289953,2014-09-13,-273.8580606256437
340,Sep 12 2014,14116.649134024594,2014-09-12,-3360.9998382653594
339,Sep 11 2014,14438.74446069938,2014-09-11,322.0953266747856
338,Sep 10 2014,14531.965106126589,2014-09-10,93.22064542720909
337,Sep 09 2014,16130.556517129995,2014-09-09,1598.5914110034064
336,Sep 08 2014,14794.841985373063,2014-09-08,-1335.714531756932
335,Sep 07 2014,17752.704655992147,2014-09-07,2957.8626706190844
334,Sep 06 2014,18329.776804303136,2014-09-06,577.0721483109883
333,Sep 05 2014,14303.3046724357,2014-09-05,-4026.4721318674365
332,Sep 04 2014,15668.829708011,2014-09-04,1365.5250355753014
331,Sep 03 2014,16054.142581979699,2014-09-03,385.3128739686981
330,Sep 02 2014,16253.457672646513,2014-09-02,199.31509066681429
329,Sep 01 2014,22595.322634485765,2014-09-01,6341.864961839252
328,Aug 31 2014,20316.648891524674,2014-08-31,-2278.673742961091
327,Aug 30 2014,19405.76075657958,2014-08-30,-910.888134945093
326,Aug 29 2014,15470.418957996058,2014-08-29,-3935.341798583522
325,Aug 28 2014,14534.952677408572,2014-08-28,-935.4662805874868
324,Aug 27 2014,14414.832852929601,2014-08-27,-120.11982447897026
323,Aug 26 2014,14640.831293751107,2014-08-26,225.99844082150594
322,Aug 25 2014,15499.582515481978,2014-08-25,858.7512217308704
321,Aug 24 2014,18799.808323860107,2014-08-24,3300.225808378129
320,Aug 23 2014,18139.406922390055,2014-08-23,-660.4014014700515
319,Aug 22 2014,15096.722017215736,2014-08-22,-3042.6849051743193
318,Aug 21 2014,14469.389618720212,2014-08-21,-627.3323984955241
317,Aug 20 2014,14643.905925264675,2014-08-20,174.51630654446308
316,Aug 19 2014,14894.730336610133,2014-08-19,250.82441134545843
315,Aug 18 2014,15879.786663163137,2014-08-18,985.0563265530036
314,Aug 17 2014,19583.184410930753,2014-08-17,3703.3977477676162
313,Aug 16 2014,18572.505759793527,2014-08-16,-1010.6786511372266
312,Aug 15 2014,14722.616596670863,2014-08-15,-3849.8891631226634
311,Aug 14 2014,15129.42732480458,2014-08-14,406.8107281337161
310,Aug 13 2014,14757.754602539882,2014-08-13,-371.67272226469686
309,Aug 12 2014,14322.805919721513,2014-08-12,-434.948682818369
308,Aug 11 2014,15234.33085317129,2014-08-11,911.5249334497767
307,Aug 10 2014,19352.486461762655,2014-08-10,4118.155608591365
306,Aug 09 2014,18524.833593686937,2014-08-09,-827.6528680757183
305,Aug 08 2014,15331.190672907594,2014-08-08,-3193.6429207793426
304,Aug 07 2014,15870.728577824773,2014-08-07,539.5379049171788
303,Aug 06 2014,15337.696414995657,2014-08-06,-533.0321628291167
302,Aug 05 2014,15442.002903656552,2014-08-05,104.30648866089541
301,Aug 04 2014,16381.71062215682,2014-08-04,939.7077185002672
300,Aug 03 2014,20350.103185342563,2014-08-03,3968.3925631857437
299,Aug 02 2014,19292.557593128997,2014-08-02,-1057.5455922135661
298,Aug 01 2014,15770.201447472813,2014-08-01,-3522.356145656184
297,Jul 31 2014,15547.601605186153,2014-07-31,-222.59984228665962
296,Jul 30 2014,15597.897487919116,2014-07-30,50.29588273296213
295,Jul 29 2014,16253.519120620584,2014-07-29,655.6216327014681
294,Jul 28 2014,16427.774169922955,2014-07-28,174.25504930237184
293,Jul 27 2014,21067.67672312507,2014-07-27,4639.902553202115
292,Jul 26 2014,19242.474251324355,2014-07-26,-1825.202471800716
291,Jul 25 2014,15460.887455984532,2014-07-25,-3781.586795339823
290,Jul 24 2014,15172.950410534138,2014-07-24,-287.93704545039327
289,Jul 23 2014,15796.980019777695,2014-07-23,624.0296092435565
288,Jul 22 2014,16135.669510559363,2014-07-22,338.6894907816677
287,Jul 21 2014,16963.501424071233,2014-07-21,827.8319135118709
286,Jul 20 2014,21031.989227149905,2014-07-20,4068.4878030786713
285,Jul 19 2014,19021.818267226008,2014-07-19,-2010.1709599238966
284,Jul 18 2014,15359.456417852563,2014-07-18,-3662.361849373445
283,Jul 17 2014,15097.218202558575,2014-07-17,-262.2382152939881
282,Jul 16 2014,15789.360467002783,2014-07-16,692.1422644442082
281,Jul 15 2014,15948.659003939798,2014-07-15,159.29853693701443
280,Jul 14 2014,16788.431647535323,2014-07-14,839.7726435955246
279,Jul 13 2014,20649.47396742726,2014-07-13,3861.042319891938
278,Jul 12 2014,19298.908963923182,2014-07-12,-1350.565003504078
277,Jul 11 2014,16122.73192331281,2014-07-11,-3176.1770406103733
276,Jul 10 2014,16079.505312948499,2014-07-10,-43.226610364310545
275,Jul 09 2014,16398.959051801292,2014-07-09,319.4537388527933
274,Jul 08 2014,16819.394899320694,2014-07-08,420.43584751940216
273,Jul 07 2014,18707.87061182968,2014-07-07,1888.4757125089855
272,Jul 06 2014,23075.818869759303,2014-07-06,4367.948257929624
271,Jul 05 2014,21533.437051027056,2014-07-05,-1542.3818187322468
270,Jul 04 2014,24835.665069867613,2014-07-04,3302.2280188405566
269,Jul 03 2014,19323.507187221265,2014-07-03,-5512.157882646348
268,Jul 02 2014,18124.544257945276,2014-07-02,-1198.9629292759892
267,Jul 01 2014,17454.285428360847,2014-07-01,-670.2588295844289
266,Jun 30 2014,18439.413210147988,2014-06-30,985.1277817871414
265,Jun 29 2014,22463.7903298432,2014-06-29,4024.377119695211
264,Jun 28 2014,21191.56978372194,2014-06-28,-1272.220546121258
263,Jun 27 2014,16958.91754377775,2014-06-27,-4232.652239944193
262,Jun 26 2014,16202.276486363871,2014-06-26,-756.6410574138772
261,Jun 25 2014,15921.71288149138,2014-06-25,-280.56360487249185
260,Jun 24 2014,16704.917159317418,2014-06-24,783.2042778260384
259,Jun 23 2014,17205.91973597519,2014-06-23,501.002576657771
258,Jun 22 2014,22288.44267027828,2014-06-22,5082.5229343030915
257,Jun 21 2014,20670.97931698091,2014-06-21,-1617.4633532973712
256,Jun 20 2014,16865.47747174549,2014-06-20,-3805.5018452354198
255,Jun 19 2014,16503.11024865829,2014-06-19,-362.3672230871998
254,Jun 18 2014,16944.059315248873,2014-06-18,440.94906659058324
253,Jun 17 2014,16622.678721351425,2014-06-17,-321.3805938974474
252,Jun 16 2014,16862.11219569725,2014-06-16,239.43347434582392
251,Jun 15 2014,21271.925147065816,2014-06-15,4409.812951368567
250,Jun 14 2014,21299.028574085052,2014-06-14,27.103427019235824
249,Jun 13 2014,16835.29410767723,2014-06-13,-4463.734466407823
248,Jun 12 2014,16491.831510134558,2014-06-12,-343.4625975426716
247,Jun 11 2014,16768.639182569485,2014-06-11,276.80767243492664
246,Jun 10 2014,17699.988837631976,2014-06-10,931.3496550624914
245,Jun 09 2014,18004.841578760275,2014-06-09,304.8527411282994
244,Jun 08 2014,23307.93865051601,2014-06-08,5303.097071755736
243,Jun 07 2014,21923.35989924593,2014-06-07,-1384.5787512700808
242,Jun 06 2014,17416.535000661446,2014-06-06,-4506.824898584484
241,Jun 05 2014,17190.352135205354,2014-06-05,-226.18286545609226
240,Jun 04 2014,16926.253539728103,2014-06-04,-264.09859547725137
239,Jun 03 2014,17778.54334110498,2014-06-03,852.289801376879
238,Jun 02 2014,18788.192443386768,2014-06-02,1009.6491022817863
237,Jun 01 2014,24863.390920862283,2014-06-01,6075.198477475515
236,May 31 2014,23331.170849723632,2014-05-31,-1532.2200711386504
235,May 30 2014,17667.2637993954,2014-05-30,-5663.907050328231
234,May 29 2014,16690.951328392133,2014-05-29,-976.312471003268
233,May 28 2014,17206.728157318747,2014-05-28,515.7768289266132
232,May 27 2014,18644.048421937892,2014-05-27,1437.3202646191457
231,May 26 2014,30092.077901745022,2014-05-26,11448.02947980713
230,May 25 2014,27897.88525925467,2014-05-25,-2194.192642490354
229,May 24 2014,25000.54356544046,2014-05-24,-2897.3416938142072
228,May 23 2014,19371.488209911848,2014-05-23,-5629.055355528613
